VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.750000e+00 -7.975614e+00 9.995793e-01 9.997331e-01 9.998069e-01 9.994082e-01 1.195056e+00 1 0 -5.083709e-04 -2.000941e-04 -1.180293e-03 -2.115494e-04 -9.801994e-04
ZONE I=2, J=2, DATAPACKING=POINT
-7.774386e+00 -3.727966e+00 9.999962e-01 9.999978e-01 9.999997e-01 9.999946e-01 1.195228e+00 1 0 -5.322919e-06 -6.243086e-06 -5.754239e-06 -4.792041e-06 4.888471e-07
-7.797835e+00 -3.480236e+00 9.999925e-01 9.999962e-01 9.999983e-01 9.999894e-01 1.195227e+00 1 0 -5.326668e-06 -7.482622e-06 -7.301187e-06 -8.486726e-06 1.814345e-07
-8.024386e+00 -3.752394e+00 9.999975e-01 9.999991e-01 1.000001e+00 9.999964e-01 1.195229e+00 1 0 -4.395831e-06 -4.918078e-06 -4.551452e-06 -3.609745e-08 3.666263e-07
-8.047835e+00 -3.504695e+00 9.999941e-01 9.999976e-01 1.000000e+00 9.999916e-01 1.195229e+00 1 0 -4.836589e-06 -7.720123e-06 -6.509127e-06 -7.564515e-06 1.210996e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.797835e+00 -3.480236e+00 9.999923e-01 9.999961e-01 9.999980e-01 9.999892e-01 1.195227e+00 1 0 -5.759343e-06 -3.778329e-06 -8.076664e-06 -2.890050e-06 -4.298336e-06
-7.819446e+00 -3.232334e+00 9.999902e-01 9.999954e-01 9.999977e-01 9.999863e-01 1.195227e+00 1 0 -3.312957e-06 -3.473760e-06 -2.179286e-06 -2.741048e-06 1.294474e-06
-8.047835e+00 -3.504695e+00 9.999940e-01 9.999976e-01 1.000000e+00 9.999915e-01 1.195229e+00 1 0 -5.120210e-06 -5.766640e-06 -6.766629e-06 -7.563808e-06 -9.999897e-07
-8.069446e+00 -3.256814e+00 9.999908e-01 9.999963e-01 9.999983e-01 9.999871e-01 1.195228e+00 1 0 -3.036596e-06 -6.038070e-06 -1.478521e-06 -9.235348e-06 4.559549e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.819446e+00 -3.232334e+00 9.999902e-01 9.999953e-01 9.999974e-01 9.999862e-01 1.195227e+00 1 0 -3.680850e-06 1.511027e-06 -2.055236e-06 -3.381383e-08 -3.566263e-06
-7.838388e+00 -2.984176e+00 9.999911e-01 9.999959e-01 9.999977e-01 9.999876e-01 1.195227e+00 1 0 -2.139644e-06 2.267132e-06 3.616558e-06 1.559895e-07 1.349426e-06
-8.069446e+00 -3.256814e+00 9.999907e-01 9.999962e-01 9.999979e-01 9.999870e-01 1.195227e+00 1 0 -3.507442e-06 -2.111149e-07 -1.466752e-06 -5.915002e-06 -1.255637e-06
-8.088388e+00 -3.008671e+00 9.999911e-01 9.999964e-01 9.999968e-01 9.999875e-01 1.195227e+00 1 0 -2.082684e-06 9.296387e-07 3.688233e-06 -5.359011e-06 2.758594e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.838388e+00 -2.984176e+00 9.999913e-01 9.999959e-01 9.999974e-01 9.999878e-01 1.195227e+00 1 0 -2.395155e-06 4.681614e-06 4.321980e-06 -4.576483e-06 -3.596346e-07
-7.853934e+00 -2.735691e+00 9.999949e-01 9.999973e-01 9.999968e-01 9.999928e-01 1.195226e+00 1 0 -4.440155e-07 6.493567e-06 4.124210e-06 -1.498249e-06 -2.369357e-06
-8.088388e+00 -3.008671e+00 9.999912e-01 9.999963e-01 9.999965e-01 9.999876e-01 1.195226e+00 1 0 -2.251661e-06 2.482772e-06 3.947569e-06 -5.790790e-06 1.464798e-06
-8.103934e+00 -2.760192e+00 9.999942e-01 9.999972e-01 9.999958e-01 9.999919e-01 1.195226e+00 1 0 -2.829370e-07 5.005979e-06 3.349154e-06 -2.002158e-07 -1.656825e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.853934e+00 -2.735691e+00 9.999949e-01 9.999974e-01 9.999967e-01 9.999929e-01 1.195226e+00 1 0 7.276196e-09 -7.177218e-07 3.568101e-06 -2.178387e-06 4.285822e-06
-7.865485e+00 -2.486819e+00 9.999978e-01 9.999973e-01 9.999966e-01 9.999969e-01 1.195226e+00 1 0 6.744608e-06 2.622685e-06 -8.694906e-06 2.878759e-06 -1.131759e-05
-8.103934e+00 -2.760192e+00 9.999941e-01 9.999974e-01 9.999959e-01 9.999918e-01 1.195226e+00 1 0 6.999997e-07 -7.661085e-06 1.865059e-06 8.742446e-06 9.526144e-06
-8.115485e+00 -2.511322e+00 9.999944e-01 9.999957e-01 9.999987e-01 9.999923e-01 1.195227e+00 1 0 7.397684e-06 -2.863463e-06 -1.061414e-05 1.681904e-05 -7.750676e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.865485e+00 -2.486819e+00 9.999976e-01 9.999977e-01 9.999971e-01 9.999966e-01 1.195226e+00 1 0 8.643168e-06 -2.442428e-05 -1.212475e-05 2.098013e-05 1.229954e-05
-7.872598e+00 -2.237513e+00 9.999931e-01 9.999918e-01 1.000003e+00 9.999904e-01 1.195227e+00 1 0 2.793456e-05 -1.686582e-05 -4.904077e-05 3.411709e-05 -3.217495e-05
-8.115485e+00 -2.511322e+00 9.999939e-01 9.999962e-01 9.999995e-01 9.999916e-01 1.195227e+00 1 0 1.058214e-05 -4.298187e-05 -1.598044e-05 5.505890e-05 2.700143e-05
-8.122598e+00 -2.262017e+00 9.999817e-01 9.999855e-01 1.000014e+00 9.999746e-01 1.195233e+00 1 0 2.942915e-05 -3.466897e-05 -5.262029e-05 7.388124e-05 -1.795132e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.872598e+00 -2.237513e+00 9.999921e-01 9.999927e-01 1.000005e+00 9.999890e-01 1.195229e+00 1 0 3.316598e-05 -8.009819e-05 -5.907137e-05 9.968950e-05 2.102682e-05
-7.875000e+00 -1.987748e+00 9.999675e-01 9.999720e-01 1.000030e+00 9.999548e-01 1.195237e+00 1 0 7.034349e-05 -7.560487e-05 -1.289243e-04 1.156855e-04 -5.331940e-05
-8.122598e+00 -2.262017e+00 9.999801e-01 9.999867e-01 1.000017e+00 9.999723e-01 1.195235e+00 1 0 3.623102e-05 -1.142531e-04 -6.555926e-05 1.709189e-04 4.869381e-05
-8.125000e+00 -2.012252e+00 9.999404e-01 9.999571e-01 1.000058e+00 9.999169e-01 1.195252e+00 1 0 7.193936e-05 -1.121164e-04 -1.323472e-04 1.821785e-04 -2.023084e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.875000e+00 -1.987748e+00 9.999655e-01 9.999733e-01 1.000033e+00 9.999519e-01 1.195240e+00 1 0 7.837203e-05 -1.587698e-04 -1.407824e-04 2.174396e-04 1.798747e-05
-7.872598e+00 -1.737513e+00 9.999134e-01 9.999322e-01 1.000083e+00 9.998792e-01 1.195258e+00 1 0 1.201305e-04 -1.621700e-04 -2.142141e-04 2.122689e-04 -5.204409e-05
-8.125000e+00 -2.012252e+00 9.999379e-01 9.999584e-01 1.000061e+00 9.999134e-01 1.195255e+00 1 0 8.005559e-05 -1.971499e-04 -1.453001e-04 2.960217e-04 5.184981e-05
-8.122598e+00 -1.762017e+00 9.998695e-01 9.999073e-01 1.000130e+00 9.998178e-01 1.195282e+00 1 0 1.193381e-04 -2.052311e-04 -2.136592e-04 2.774993e-04 -8.428130e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.872598e+00 -1.737513e+00 9.999117e-01 9.999333e-01 1.000086e+00 9.998768e-01 1.195261e+00 1 0 1.269766e-04 -2.169019e-04 -2.187561e-04 2.857571e-04 -1.854148e-06
-7.865485e+00 -1.486819e+00 9.998425e-01 9.998773e-01 1.000151e+00 9.997800e-01 1.195283e+00 1 0 1.436208e-04 -2.346674e-04 -2.420514e-04 2.556134e-04 -7.384011e-06
-8.122598e+00 -1.762017e+00 9.998682e-01 9.999080e-01 1.000132e+00 9.998159e-01 1.195284e+00 1 0 1.232821e-04 -2.311834e-04 -2.149063e-04 3.172583e-04 1.627708e-05
-8.115485e+00 -1.511322e+00 9.997939e-01 9.998481e-01 1.000204e+00 9.997119e-01 1.195309e+00 1 0 1.374649e-04 -2.569716e-04 -2.323763e-04 2.646575e-04 2.459527e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.865485e+00 -1.486819e+00 9.998425e-01 9.998769e-01 1.000151e+00 9.997800e-01 1.195282e+00 1 0 1.427511e-04 -1.826045e-04 -2.261799e-04 1.997030e-04 -4.357540e-05
-7.853934e+00 -1.235691e+00 9.997936e-01 9.998306e-01 1.000192e+00 9.997113e-01 1.195291e+00 1 0 8.950626e-05 -2.105143e-04 -1.174352e-04 1.167652e-04 9.307918e-05
-8.115485e+00 -1.511322e+00 9.997956e-01 9.998467e-01 1.000201e+00 9.997143e-01 1.195306e+00 1 0 1.297132e-04 -1.369685e-04 -2.062919e-04 1.002588e-04 -6.932340e-05
