VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.750000e+00 2.438630e-02 9.999296e-01 9.999272e-01 1.000032e+00 9.999012e-01 1.195221e+00 0 0 -1.325291e-04 2.122888e-04 2.174609e-04 -1.792551e-04 5.172129e-06
-7.877402e+00 1.762017e+00 1.000095e+00 1.000275e+00 1.000167e+00 1.000135e+00 1.195469e+00 0 0 6.692176e-05 -2.239191e-04 -5.188136e-04 5.709140e-04 -2.948945e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.627402e+00 1.786060e+00 1.000170e+00 1.000284e+00 1.000063e+00 1.000238e+00 1.195395e+00 0 0 9.157845e-05 -2.180136e-04 -4.810939e-04 3.886202e-04 -2.630803e-04
-7.625000e+00 2.036286e+00 1.000113e+00 1.000227e+00 1.000156e+00 1.000159e+00 1.195430e+00 0 0 2.246490e-04 -2.235792e-04 -7.642461e-04 3.820418e-04 -5.406669e-04
-7.877402e+00 1.762017e+00 1.000093e+00 1.000277e+00 1.000169e+00 1.000132e+00 1.195472e+00 0 0 8.104256e-05 -3.441010e-04 -5.257385e-04 6.689688e-04 -1.816375e-04
-7.875000e+00 2.012252e+00 9.999939e-01 1.000188e+00 1.000332e+00 9.999931e-01 1.195540e+00 0 0 1.919599e-04 -3.518350e-04 -8.170309e-04 6.570061e-04 -4.651959e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.625000e+00 2.036286e+00 1.000112e+00 1.000229e+00 1.000158e+00 1.000158e+00 1.195432e+00 0 0 2.389776e-04 -3.396143e-04 -7.625137e-04 4.078147e-04 -4.228994e-04
-7.627402e+00 2.286060e+00 1.000039e+00 1.000141e+00 1.000258e+00 1.000056e+00 1.195457e+00 0 0 3.357448e-04 -3.449626e-04 -1.078166e-03 3.942826e-04 -7.332032e-04
-7.875000e+00 2.012252e+00 9.999923e-01 1.000190e+00 1.000333e+00 9.999908e-01 1.195542e+00 0 0 2.034386e-04 -4.360617e-04 -8.188241e-04 7.212163e-04 -3.827624e-04
-7.877402e+00 2.262017e+00 9.998877e-01 1.000078e+00 1.000513e+00 9.998445e-01 1.195608e+00 0 0 2.800095e-04 -4.417239e-04 -1.155120e-03 7.042973e-04 -7.133961e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.627402e+00 2.286060e+00 1.000039e+00 1.000143e+00 1.000259e+00 1.000056e+00 1.195459e+00 0 0 3.469448e-04 -4.288027e-04 -1.071697e-03 3.814594e-04 -6.428941e-04
-7.634515e+00 2.535391e+00 9.999572e-01 1.000031e+00 1.000360e+00 9.999416e-01 1.195472e+00 0 0 4.042431e-04 -4.345552e-04 -1.430435e-03 3.609933e-04 -9.958802e-04
-7.877402e+00 2.262017e+00 9.998867e-01 1.000079e+00 1.000513e+00 9.998432e-01 1.195609e+00 0 0 2.882293e-04 -4.919925e-04 -1.152874e-03 7.382907e-04 -6.608819e-04
-7.884515e+00 2.511322e+00 9.997871e-01 9.999533e-01 1.000704e+00 9.997037e-01 1.195672e+00 0 0 3.273537e-04 -4.955502e-04 -1.547161e-03 7.159119e-04 -1.051611e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.634515e+00 2.535391e+00 9.999577e-01 1.000032e+00 1.000361e+00 9.999424e-01 1.195472e+00 0 0 4.110784e-04 -4.828240e-04 -1.420229e-03 3.120109e-04 -9.374052e-04
-7.646066e+00 2.784302e+00 9.998749e-01 9.999055e-01 1.000454e+00 9.998266e-01 1.195472e+00 0 0 4.361487e-04 -4.892913e-04 -1.830812e-03 2.840831e-04 -1.341521e-03
-7.884515e+00 2.511322e+00 9.997868e-01 9.999539e-01 1.000703e+00 9.997034e-01 1.195671e+00 0 0 3.319571e-04 -5.193624e-04 -1.541748e-03 7.201707e-04 -1.022385e-03
-7.896066e+00 2.760192e+00 9.997001e-01 9.998201e-01 1.000901e+00 9.995818e-01 1.195730e+00 0 0 3.422265e-04 -5.206532e-04 -2.004631e-03 6.914047e-04 -1.483977e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.646066e+00 2.784302e+00 9.998761e-01 9.999060e-01 1.000453e+00 9.998283e-01 1.195472e+00 0 0 4.375597e-04 -5.017196e-04 -1.817981e-03 2.021302e-04 -1.316261e-03
-7.661612e+00 3.032832e+00 9.997984e-01 9.997734e-01 1.000532e+00 9.997196e-01 1.195458e+00 0 0 4.491410e-04 -5.081900e-04 -2.280654e-03 1.665149e-04 -1.772464e-03
-7.896066e+00 2.760192e+00 9.997008e-01 9.998205e-01 1.000899e+00 9.995827e-01 1.195730e+00 0 0 3.430946e-04 -5.290537e-04 -1.996444e-03 6.603150e-04 -1.467390e-03
-7.911612e+00 3.008671e+00 9.996314e-01 9.996834e-01 1.001096e+00 9.994852e-01 1.195782e+00 0 0 3.457730e-04 -5.279773e-04 -2.528079e-03 6.242759e-04 -2.000102e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.661612e+00 3.032832e+00 9.998003e-01 9.997733e-01 1.000530e+00 9.997222e-01 1.195457e+00 0 0 4.445492e-04 -4.866078e-04 -2.266278e-03 5.488673e-05 -1.779670e-03
-7.680554e+00 3.281034e+00 9.997319e-01 9.996437e-01 1.000588e+00 9.996265e-01 1.195430e+00 0 0 4.698171e-04 -4.912510e-04 -2.764646e-03 1.270572e-05 -2.273395e-03
-7.911612e+00 3.008671e+00 9.996333e-01 9.996839e-01 1.001094e+00 9.994879e-01 1.195781e+00 0 0 3.429555e-04 -5.298650e-04 -2.516650e-03 5.444033e-04 -1.986785e-03
-7.930554e+00 3.256815e+00 9.995817e-01 9.995455e-01 1.001279e+00 9.994151e-01 1.195821e+00 0 0 3.677197e-04 -5.262528e-04 -3.097075e-03 5.013375e-04 -2.570823e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.680554e+00 3.281034e+00 9.997344e-01 9.996430e-01 1.000586e+00 9.996300e-01 1.195428e+00 0 0 4.593326e-04 -4.377979e-04 -2.749582e-03 -1.248789e-04 -2.311785e-03
-7.702165e+00 3.528974e+00 9.996777e-01 9.995247e-01 1.000616e+00 9.995504e-01 1.195389e+00 0 0 5.261846e-04 -4.381946e-04 -3.244503e-03 -1.699236e-04 -2.806308e-03
-7.930554e+00 3.256815e+00 9.995851e-01 9.995462e-01 1.001277e+00 9.994199e-01 1.195820e+00 0 0 3.612635e-04 -5.222846e-04 -3.081095e-03 3.540896e-04 -2.558810e-03
-7.952165e+00 3.504695e+00 9.995486e-01 9.994082e-01 1.001433e+00 9.993682e-01 1.195840e+00 0 0 4.372726e-04 -5.162229e-04 -3.663621e-03 3.071430e-04 -3.147398e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.702165e+00 3.528974e+00 9.996807e-01 9.995235e-01 1.000614e+00 9.995546e-01 1.195387e+00 0 0 5.107512e-04 -3.540929e-04 -3.229472e-03 -3.273537e-04 -2.875379e-03
-7.725614e+00 3.776730e+00 9.996361e-01 9.994244e-01 1.000611e+00 9.994921e-01 1.195336e+00 0 0 6.374538e-04 -3.484250e-04 -3.659234e-03 -3.685474e-04 -3.310809e-03
-7.952165e+00 3.504695e+00 9.995538e-01 9.994089e-01 1.001432e+00 9.993754e-01 1.195838e+00 0 0 4.271657e-04 -4.955876e-04 -3.641619e-03 7.700453e-05 -3.146031e-03
-7.975614e+00 3.752394e+00 9.995278e-01 9.992750e-01 1.001538e+00 9.993385e-01 1.195829e+00 0 0 5.714232e-04 -4.876460e-04 -4.153578e-03 3.297567e-05 -3.665932e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.725614e+00 3.776730e+00 9.996394e-01 9.994227e-01 1.000609e+00 9.994967e-01 1.195333e+00 0 0 6.187547e-04 -2.341885e-04 -3.645093e-03 -5.343780e-04 -3.410905e-03
-7.750000e+00 4.024386e+00 9.996067e-01 9.993508e-01 1.000567e+00 9.994509e-01 1.195273e+00 0 0 8.053195e-04 -2.222931e-04 -3.934778e-03 -5.632019e-04 -3.712485e-03
-7.975614e+00 3.752394e+00 9.995344e-01 9.992751e-01 1.001537e+00 9.993478e-01 1.195826e+00 0 0 5.576641e-04 -4.310813e-04 -4.125134e-03 -2.804149e-04 -3.694053e-03
-8.000000e+00 4.000000e+00 9.995143e-01 9.991537e-01 1.001570e+00 9.993193e-01 1.195778e+00 0 0 7.659176e-04 -4.223165e-04 -4.479376e-03 -3.121402e-04 -4.057059e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.750000e+00 4.024386e+00 9.996099e-01 9.993486e-01 1.000566e+00 9.994553e-01 1.195270e+00 0 0 7.854679e-04 -7.990254e-05 -3.922902e-03 -7.182998e-04 -3.842999e-03
-7.774386e+00 4.272034e+00 9.995891e-01 9.993114e-01 1.000485e+00 9.994262e-01 1.195204e+00 0 0 1.011705e-03 -6.356879e-05 -4.002573e-03 -7.273558e-04 -3.939004e-03
-8.000000e+00 4.000000e+00 9.995218e-01 9.991529e-01 1.001569e+00 9.993297e-01 1.195776e+00 0 0 7.488122e-04 -3.115738e-04 -4.446389e-03 -6.830773e-04 -4.134815e-03
-8.024386e+00 4.247606e+00 9.995043e-01 9.990570e-01 1.001509e+00 9.993050e-01 1.195687e+00 0 0 9.939026e-04 -3.030683e-04 -4.562481e-03 -6.939190e-04 -4.259413e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.774386e+00 4.272034e+00 9.995916e-01 9.993087e-01 1.000483e+00 9.994297e-01 1.195201e+00 0 0 9.927709e-04 1.007334e-04 -3.995003e-03 -8.454013e-04 -4.095736e-03
-7.797835e+00 4.519764e+00 9.995836e-01 9.993127e-01 1.000369e+00 9.994188e-01 1.195137e+00 0 0 1.225115e-03 1.185479e-04 -3.821238e-03 -8.318764e-04 -3.939786e-03
-8.024386e+00 4.247606e+00 9.995115e-01 9.990549e-01 1.001508e+00 9.993150e-01 1.195683e+00 0 0 9.743464e-04 -1.325698e-04 -4.529644e-03 -1.068000e-03 -4.397074e-03
-8.047835e+00 4.495305e+00 9.994956e-01 9.990001e-01 1.001350e+00 9.992928e-01 1.195560e+00 0 0 1.214610e-03 -1.247746e-04 -4.358542e-03 -1.054401e-03 -4.233767e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.797835e+00 4.519764e+00 9.995849e-01 9.993096e-01 1.000367e+00 9.994206e-01 1.195134e+00 0 0 1.208622e-03 2.930724e-04 -3.820328e-03 -8.841544e-04 -4.113400e-03
-7.819446e+00 4.767666e+00 9.995928e-01 9.993591e-01 1.000232e+00 9.994320e-01 1.195080e+00 0 0 1.413522e-03 3.096975e-04 -3.392528e-03 -8.516506e-04 -3.702225e-03
-8.047835e+00 4.495305e+00 9.995011e-01 9.989967e-01 1.001349e+00 9.993005e-01 1.195556e+00 0 0 1.194150e-03 9.137763e-05 -4.332480e-03 -1.358703e-03 -4.423857e-03
-8.069446e+00 4.743186e+00 9.994887e-01 9.989961e-01 1.001107e+00 9.992835e-01 1.195413e+00 0 0 1.389499e-03 9.877752e-05 -3.874916e-03 -1.324836e-03 -3.973694e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.819446e+00 4.767666e+00 9.995924e-01 9.993560e-01 1.000229e+00 9.994314e-01 1.195077e+00 0 0 1.400241e-03 4.790282e-04 -3.400006e-03 -8.154430e-04 -3.879034e-03
-7.838388e+00 5.015824e+00 9.996215e-01 9.994517e-01 1.000093e+00 9.994727e-01 1.195046e+00 0 0 1.556979e-03 4.933282e-04 -2.764074e-03 -7.726423e-04 -3.257402e-03
-8.069446e+00 4.743186e+00 9.994913e-01 9.989920e-01 1.001105e+00 9.992871e-01 1.195409e+00 0 0 1.370042e-03 3.303497e-04 -3.862034e-03 -1.489059e-03 -4.192384e-03
-8.088388e+00 4.991329e+00 9.994872e-01 9.990519e-01 1.000810e+00 9.992821e-01 1.195269e+00 0 0 1.497506e-03 3.378873e-04 -3.172142e-03 -1.445852e-03 -3.510030e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.838388e+00 5.015824e+00 9.996192e-01 9.994487e-01 1.000091e+00 9.994694e-01 1.195043e+00 0 0 1.547246e-03 6.417133e-04 -2.779816e-03 -6.403893e-04 -3.421529e-03
-7.853934e+00 5.264309e+00 9.996765e-01 9.995876e-01 9.999771e-01 9.995504e-01 1.195044e+00 0 0 1.651810e-03 6.544304e-04 -2.017781e-03 -5.968595e-04 -2.672212e-03
-8.088388e+00 4.991329e+00 9.994863e-01 9.990476e-01 1.000807e+00 9.992807e-01 1.195265e+00 0 0 1.480817e-03 5.518206e-04 -3.176072e-03 -1.425689e-03 -3.727892e-03
-8.103934e+00 5.239808e+00 9.994990e-01 9.991664e-01 1.000504e+00 9.992995e-01 1.195151e+00 0 0 1.539890e-03 5.593554e-04 -2.348402e-03 -1.386287e-03 -2.907757e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.853934e+00 5.264309e+00 9.996725e-01 9.995851e-01 9.999739e-01 9.995448e-01 1.195041e+00 0 0 1.646511e-03 7.671375e-04 -2.038688e-03 -3.826417e-04 -2.805825e-03
-7.865485e+00 5.513181e+00 9.997653e-01 9.997604e-01 9.999057e-01 9.996755e-01 1.195083e+00 0 0 1.701153e-03 7.809940e-04 -1.250531e-03 -3.434011e-04 -2.031525e-03
-8.103934e+00 5.239808e+00 9.994947e-01 9.991624e-01 1.000500e+00 9.992934e-01 1.195148e+00 0 0 1.527187e-03 7.347666e-04 -2.368250e-03 -1.178117e-03 -3.103016e-03
-8.115485e+00 5.488678e+00 9.995363e-01 9.993321e-01 1.000237e+00 9.993529e-01 1.195081e+00 0 0 1.530280e-03 7.416869e-04 -1.514713e-03 -1.151482e-03 -2.256400e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.865485e+00 5.513181e+00 9.997602e-01 9.997589e-01 9.999027e-01 9.996684e-01 1.195081e+00 0 0 1.703271e-03 8.393111e-04 -1.269835e-03 -8.584556e-05 -2.109146e-03
-7.872598e+00 5.762487e+00 9.998923e-01 9.999592e-01 9.998948e-01 9.998539e-01 1.195164e+00 0 0 1.693771e-03 8.588351e-04 -5.598182e-04 -4.825171e-05 -1.418653e-03
-8.115485e+00 5.488678e+00 9.995292e-01 9.993287e-01 1.000232e+00 9.993429e-01 1.195078e+00 0 0 1.522678e-03 8.739186e-04 -1.544697e-03 -7.930084e-04 -2.418616e-03
-8.122598e+00 5.737983e+00 9.996147e-01 9.995400e-01 1.000050e+00 9.994639e-01 1.195074e+00 0 0 1.473476e-03 8.830545e-04 -7.744776e-04 -7.764020e-04 -1.657532e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.872598e+00 5.762487e+00 9.998872e-01 9.999594e-01 9.998932e-01 9.998467e-01 1.195165e+00 0 0 1.708393e-03 8.322237e-04 -5.684454e-04 1.899250e-04 -1.400669e-03
-7.875000e+00 6.012252e+00 1.000051e+00 1.000165e+00 9.999466e-01 1.000077e+00 1.195280e+00 0 0 1.588685e-03 8.605779e-04 -3.900985e-05 2.311263e-04 -8.995877e-04
-8.122598e+00 5.737983e+00 9.996060e-01 9.995375e-01 1.000045e+00 9.994517e-01 1.195071e+00 0 0 1.473361e-03 9.658214e-04 -8.050232e-04 -3.416258e-04 -1.770845e-03
-8.125000e+00 5.987748e+00 9.997477e-01 9.997796e-01 9.999677e-01 9.996514e-01 1.195135e+00 0 0 1.348077e-03 9.866907e-04 -2.156893e-04 -3.181822e-04 -1.202380e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.875000e+00 6.012252e+00 1.000048e+00 1.000168e+00 9.999480e-01 1.000072e+00 1.195284e+00 0 0 1.618533e-03 7.142764e-04 -3.134732e-05 3.762054e-04 -7.456237e-04
-7.872598e+00 6.262487e+00 1.000220e+00 1.000351e+00 1.000044e+00 1.000312e+00 1.195410e+00 0 0 1.335130e-03 7.480496e-04 2.367019e-04 4.181519e-04 -5.113477e-04
-8.125000e+00 5.987748e+00 9.997392e-01 9.997789e-01 9.999643e-01 9.996396e-01 1.195135e+00 0 0 1.359177e-03 9.853454e-04 -2.368762e-04 8.576908e-05 -1.222222e-03
-8.122598e+00 6.237983e+00 9.999345e-01 1.000033e+00 9.999927e-01 9.999136e-01 1.195256e+00 0 0 1.117154e-03 1.025486e-03 9.789823e-05 1.316638e-04 -9.275878e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.872598e+00 6.262487e+00 1.000220e+00 1.000356e+00 1.000050e+00 1.000312e+00 1.195416e+00 0 0 1.375015e-03 4.761659e-04 2.566181e-04 4.215159e-04 -2.195478e-04
-7.865485e+00 6.513181e+00 1.000362e+00 1.000481e+00 1.000154e+00 1.000510e+00 1.195520e+00 0 0 9.260819e-04 5.065853e-04 2.491281e-04 4.526366e-04 -2.574572e-04
-8.122598e+00 6.237983e+00 9.999288e-01 1.000035e+00 9.999934e-01 9.999056e-01 1.195259e+00 0 0 1.141157e-03 8.863503e-04 9.104205e-05 3.878521e-04 -7.953082e-04
-8.115485e+00 6.488678e+00 1.000147e+00 1.000266e+00 1.000096e+00 1.000212e+00 1.195407e+00 0 0 7.702879e-04 9.374288e-04 1.545938e-04 4.481743e-04 -7.828350e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.865485e+00 6.513181e+00 1.000365e+00 1.000488e+00 1.000162e+00 1.000513e+00 1.195528e+00 0 0 9.647720e-04 1.583077e-04 2.702037e-04 3.260133e-04 1.118961e-04
-7.853934e+00 6.764309e+00 1.000443e+00 1.000532e+00 1.000240e+00 1.000620e+00 1.195583e+00 0 0 4.277463e-04 1.794176e-04 6.374114e-05 3.390234e-04 -1.156765e-04
-8.115485e+00 6.488678e+00 1.000146e+00 1.000272e+00 1.000102e+00 1.000210e+00 1.195414e+00 0 0 8.033617e-04 6.450033e-04 1.596633e-04 4.905512e-04 -4.853399e-04
-8.103934e+00 6.739808e+00 1.000338e+00 1.000439e+00 1.000224e+00 1.000476e+00 1.195542e+00 0 0 3.542996e-04 6.880972e-04 1.684382e-05 5.394573e-04 -6.712534e-04
