VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.500000e+00 9.567088e-02 9.999876e-01 9.999847e-01 1.000004e+00 9.999827e-01 1.195225e+00 0 0 -3.138908e-05 6.541632e-06 9.670817e-06 -9.219052e-06 3.129185e-06
-7.769030e+00 2.545103e+00 1.000102e+00 1.000127e+00 9.999698e-01 1.000142e+00 1.195263e+00 0 0 -2.427051e-04 4.290389e-05 3.443926e-05 3.594885e-05 -8.464631e-06
-7.823223e+00 3.034599e+00 1.000128e+00 1.000161e+00 9.999852e-01 1.000178e+00 1.195286e+00 0 0 -2.634272e-04 4.480913e-05 1.138604e-05 3.742142e-05 -3.342309e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.323223e+00 3.126715e+00 1.000037e+00 1.000046e+00 9.999960e-01 1.000051e+00 1.195245e+00 0 0 -2.339067e-04 -1.216266e-05 1.712838e-05 2.076782e-05 2.929105e-05
-7.404329e+00 3.612740e+00 1.000048e+00 1.000059e+00 1.000004e+00 1.000067e+00 1.195255e+00 0 0 -2.556901e-04 -1.382892e-05 -1.918915e-05 1.726182e-05 -5.360234e-06
-7.823223e+00 3.034599e+00 1.000127e+00 1.000162e+00 9.999869e-01 1.000177e+00 1.195288e+00 0 0 -2.567871e-04 5.326561e-07 5.951229e-06 5.661054e-05 5.418572e-06
-7.904329e+00 3.518767e+00 1.000145e+00 1.000183e+00 1.000013e+00 1.000203e+00 1.195311e+00 0 0 -2.618647e-04 3.262490e-06 -3.029422e-05 5.458718e-05 -3.355671e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.404329e+00 3.612740e+00 1.000048e+00 1.000060e+00 1.000005e+00 1.000067e+00 1.195257e+00 0 0 -2.524054e-04 -4.463134e-05 -2.194852e-05 1.540930e-05 2.268283e-05
-7.500000e+00 4.095671e+00 1.000052e+00 1.000062e+00 1.000014e+00 1.000072e+00 1.195262e+00 0 0 -2.433473e-04 -4.341361e-05 -6.197975e-05 7.692432e-06 -1.856614e-05
-7.904329e+00 3.518767e+00 1.000145e+00 1.000185e+00 1.000015e+00 1.000202e+00 1.195314e+00 0 0 -2.528701e-04 -5.461181e-05 -3.264379e-05 5.661526e-05 2.196802e-05
-8.000000e+00 4.000000e+00 1.000148e+00 1.000180e+00 1.000043e+00 1.000206e+00 1.195328e+00 0 0 -2.366611e-04 -5.120614e-05 -7.371578e-05 5.014237e-05 -2.250964e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.500000e+00 4.095671e+00 1.000052e+00 1.000063e+00 1.000015e+00 1.000073e+00 1.195263e+00 0 0 -2.413626e-04 -6.798442e-05 -6.392038e-05 -8.546575e-07 4.064041e-06
-7.595671e+00 4.578062e+00 1.000045e+00 1.000051e+00 1.000019e+00 1.000062e+00 1.195260e+00 0 0 -1.963645e-04 -6.283362e-05 -8.821845e-05 -9.388330e-06 -2.538483e-05
-8.000000e+00 4.000000e+00 1.000149e+00 1.000183e+00 1.000046e+00 1.000208e+00 1.195330e+00 0 0 -2.283782e-04 -1.059643e-04 -7.209608e-05 2.865006e-05 3.386824e-05
-8.095671e+00 4.481233e+00 1.000130e+00 1.000150e+00 1.000063e+00 1.000181e+00 1.195326e+00 0 0 -1.861814e-04 -1.041641e-04 -1.004227e-04 1.724280e-05 3.741424e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.595671e+00 4.578062e+00 1.000045e+00 1.000052e+00 1.000020e+00 1.000063e+00 1.195261e+00 0 0 -1.967468e-04 -6.867538e-05 -8.913326e-05 -1.705326e-05 -2.045788e-05
-7.676777e+00 5.062785e+00 1.000031e+00 1.000033e+00 1.000017e+00 1.000042e+00 1.195252e+00 0 0 -1.264586e-04 -6.080933e-05 -8.354320e-05 -2.107850e-05 -2.273387e-05
-8.095671e+00 4.481233e+00 1.000131e+00 1.000151e+00 1.000065e+00 1.000183e+00 1.195327e+00 0 0 -1.827848e-04 -1.303367e-04 -9.654141e-05 -1.594620e-05 3.379530e-05
-8.176777e+00 4.965401e+00 1.000093e+00 1.000100e+00 1.000061e+00 1.000130e+00 1.195303e+00 0 0 -1.176604e-04 -1.305530e-04 -9.411366e-05 -2.883514e-05 3.643934e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.676777e+00 5.062785e+00 1.000031e+00 1.000033e+00 1.000017e+00 1.000042e+00 1.195251e+00 0 0 -1.278661e-04 -4.797741e-05 -8.276202e-05 -2.107252e-05 -3.478461e-05
-7.730970e+00 5.552432e+00 1.000016e+00 1.000017e+00 1.000011e+00 1.000022e+00 1.195242e+00 0 0 -6.038997e-05 -4.138719e-05 -5.525107e-05 -2.000651e-05 -1.386388e-05
-8.176777e+00 4.965401e+00 1.000094e+00 1.000099e+00 1.000061e+00 1.000131e+00 1.195302e+00 0 0 -1.206764e-04 -1.130056e-04 -9.078768e-05 -4.735399e-05 2.221793e-05
-8.230970e+00 5.454898e+00 1.000051e+00 1.000051e+00 1.000041e+00 1.000071e+00 1.195272e+00 0 0 -5.325246e-05 -1.111922e-04 -6.060380e-05 -5.306491e-05 5.058841e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.730970e+00 5.552432e+00 1.000016e+00 1.000016e+00 1.000010e+00 1.000022e+00 1.195241e+00 0 0 -6.133586e-05 -2.355160e-05 -5.344279e-05 -1.431862e-05 -2.989119e-05
-7.750000e+00 6.048773e+00 1.000006e+00 1.000006e+00 1.000005e+00 1.000009e+00 1.195234e+00 0 0 -2.011847e-05 -2.086584e-05 -2.592789e-05 -1.235834e-05 -5.062048e-06
-8.230970e+00 5.454898e+00 1.000051e+00 1.000049e+00 1.000039e+00 1.000071e+00 1.195269e+00 0 0 -5.946222e-05 -6.800767e-05 -5.929485e-05 -4.644159e-05 8.712822e-06
-8.250000e+00 5.951227e+00 1.000021e+00 1.000018e+00 1.000020e+00 1.000029e+00 1.195247e+00 0 0 -1.487050e-05 -6.328097e-05 -2.605443e-05 -4.335090e-05 3.722654e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.750000e+00 6.048773e+00 1.000006e+00 1.000006e+00 1.000005e+00 1.000009e+00 1.195234e+00 0 0 -2.077953e-05 -8.742907e-06 -2.474816e-05 -6.538423e-06 -1.600525e-05
-7.730970e+00 6.552432e+00 1.000002e+00 1.000002e+00 1.000002e+00 1.000003e+00 1.195230e+00 0 0 -4.542204e-06 -8.221034e-06 -8.795974e-06 -5.599782e-06 -5.749398e-07
-8.250000e+00 5.951227e+00 1.000020e+00 1.000017e+00 1.000018e+00 1.000028e+00 1.195245e+00 0 0 -1.992589e-05 -2.785277e-05 -2.655478e-05 -2.680012e-05 1.297993e-06
-8.230970e+00 6.454898e+00 1.000006e+00 1.000005e+00 1.000007e+00 1.000009e+00 1.195234e+00 0 0 -1.890995e-06 -2.410361e-05 -7.273868e-06 -2.216185e-05 1.682974e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.730970e+00 6.552432e+00 1.000002e+00 1.000002e+00 1.000001e+00 1.000002e+00 1.195230e+00 0 0 -5.038392e-06 -2.578692e-06 -8.422479e-06 -2.111279e-06 -5.843787e-06
-7.676777e+00 7.062785e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 -5.785261e-07 -2.387770e-06 -2.057331e-06 -1.732179e-06 3.304384e-07
-8.230970e+00 6.454898e+00 1.000006e+00 1.000004e+00 1.000006e+00 1.000008e+00 1.195233e+00 0 0 -4.341283e-06 -7.922942e-06 -8.350776e-06 -1.031659e-05 -4.278344e-07
-8.176777e+00 6.965401e+00 1.000001e+00 1.000001e+00 1.000002e+00 1.000002e+00 1.195230e+00 0 0 1.779164e-07 -6.365821e-06 -1.174239e-06 -7.889940e-06 5.191582e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.676777e+00 7.062785e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 -7.763079e-07 -5.244616e-07 -1.948222e-06 -4.219869e-07 -1.423761e-06
-7.595671e+00 7.578062e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 5.049310e-08 -4.222947e-07 -2.482100e-07 -3.043113e-07 1.740847e-07
-8.176777e+00 6.965401e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.000002e+00 1.195230e+00 0 0 -5.831014e-07 -1.565190e-06 -1.827909e-06 -2.728529e-06 -2.627190e-07
-8.095671e+00 7.481233e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 1.716700e-07 -1.071373e-06 3.123038e-09 -1.843667e-06 1.074496e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.595671e+00 7.578062e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 5.191363e-09 -6.235535e-08 -2.249701e-07 -4.265603e-08 -1.626148e-07
-7.500000e+00 8.095671e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 2.950628e-08 -3.515327e-08 4.168128e-09 -2.991558e-08 3.932140e-08
-8.095671e+00 7.481233e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 2.682706e-08 -1.406625e-07 -2.007812e-07 -4.161033e-07 -6.011872e-08
-8.000000e+00 8.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 0 0 5.078736e-08 -3.395963e-08 4.722714e-08 -2.073551e-07 8.118677e-08
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.000000e+00 1.767767e-01 9.999947e-01 9.999935e-01 1.000001e+00 9.999926e-01 1.195226e+00 0 0 2.542488e-05 -4.391980e-06 -7.677674e-06 -3.456895e-07 -3.285694e-06
-6.904329e+00 6.895484e-01 9.999949e-01 9.999938e-01 9.999998e-01 9.999930e-01 1.195226e+00 0 0 2.814076e-05 -4.759375e-06 -2.966139e-06 -1.795113e-06 1.793236e-06
-7.500000e+00 9.567088e-02 9.999869e-01 9.999838e-01 1.000004e+00 9.999816e-01 1.195224e+00 0 0 1.451713e-05 -3.197285e-06 -4.439751e-06 -6.230779e-06 -1.242465e-06
-7.404329e+00 6.127396e-01 9.999873e-01 9.999837e-01 1.000001e+00 9.999822e-01 1.195222e+00 0 0 1.249486e-05 -2.612863e-06 3.183005e-08 -5.914648e-06 2.644693e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.904329e+00 6.895484e-01 9.999949e-01 9.999937e-01 9.999996e-01 9.999930e-01 1.195226e+00 0 0 2.760450e-05 -7.721861e-07 -2.728944e-06 -2.074093e-06 -1.956758e-06
-6.823223e+00 1.199541e+00 9.999965e-01 9.999957e-01 9.999986e-01 9.999952e-01 1.195226e+00 0 0 2.876379e-05 -8.395768e-07 2.191049e-06 -2.227483e-06 3.030626e-06
-7.404329e+00 6.127396e-01 9.999874e-01 9.999836e-01 1.000001e+00 9.999823e-01 1.195222e+00 0 0 1.169502e-05 2.774381e-06 -8.395187e-08 -6.562803e-06 -2.858333e-06
-7.323223e+00 1.126715e+00 9.999892e-01 9.999859e-01 9.999972e-01 9.999849e-01 1.195221e+00 0 0 9.024684e-06 1.883771e-06 5.571588e-06 -8.793385e-06 3.687817e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.823223e+00 1.199541e+00 9.999964e-01 9.999956e-01 9.999985e-01 9.999950e-01 1.195226e+00 0 0 2.896457e-05 2.546434e-06 2.818245e-06 -1.134228e-06 2.718104e-07
-6.769030e+00 1.705768e+00 9.999988e-01 9.999986e-01 9.999982e-01 9.999983e-01 1.195227e+00 0 0 2.036834e-05 3.656290e-06 9.337483e-06 -1.654852e-06 5.681194e-06
-7.323223e+00 1.126715e+00 9.999892e-01 9.999855e-01 9.999968e-01 9.999848e-01 1.195221e+00 0 0 7.729664e-06 1.351793e-05 6.258437e-06 -8.758226e-06 -7.259492e-06
-7.269030e+00 1.635770e+00 9.999949e-01 9.999932e-01 9.999931e-01 9.999929e-01 1.195222e+00 0 0 -4.154548e-06 1.498031e-05 1.461942e-05 -9.639361e-06 -3.608861e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.769030e+00 1.705768e+00 9.999987e-01 9.999985e-01 9.999982e-01 9.999982e-01 1.195227e+00 0 0 2.073063e-05 6.062512e-06 1.004227e-05 -7.021477e-09 3.979754e-06
-6.750000e+00 2.207867e+00 1.000002e+00 1.000002e+00 9.999984e-01 1.000002e+00 1.195229e+00 0 0 8.407371e-07 7.190862e-06 1.470007e-05 4.957658e-08 7.509205e-06
-7.269030e+00 1.635770e+00 9.999948e-01 9.999929e-01 9.999927e-01 9.999926e-01 1.195221e+00 0 0 -5.240344e-06 2.550093e-05 1.476053e-05 -6.138736e-06 -1.074041e-05
-7.250000e+00 2.138893e+00 1.000005e+00 1.000006e+00 9.999905e-01 1.000007e+00 1.195225e+00 0 0 -2.698218e-05 2.747866e-05 2.062783e-05 -4.978370e-06 -6.850834e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.750000e+00 2.207867e+00 1.000001e+00 1.000002e+00 9.999984e-01 1.000002e+00 1.195229e+00 0 0 1.204752e-06 7.221364e-06 1.491981e-05 2.017019e-06 7.698450e-06
-6.769030e+00 2.705768e+00 1.000005e+00 1.000006e+00 9.999992e-01 1.000006e+00 1.195230e+00 0 0 -2.621983e-05 6.555505e-06 1.449813e-05 2.219551e-06 7.942628e-06
-7.250000e+00 2.138893e+00 1.000005e+00 1.000006e+00 9.999903e-01 1.000007e+00 1.195225e+00 0 0 -2.744190e-05 3.212278e-05 1.997936e-05 1.653303e-06 -1.214341e-05
-7.269030e+00 2.635770e+00 1.000018e+00 1.000023e+00 9.999913e-01 1.000025e+00 1.195233e+00 0 0 -5.704114e-05 3.298266e-05 1.950630e-05 3.513099e-06 -1.347636e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.769030e+00 2.705768e+00 1.000005e+00 1.000006e+00 9.999992e-01 1.000006e+00 1.195231e+00 0 0 -2.607866e-05 3.913285e-06 1.419860e-05 3.775953e-06 1.028531e-05
-6.823223e+00 3.199541e+00 1.000008e+00 1.000009e+00 1.000000e+00 1.000010e+00 1.195233e+00 0 0 -5.430494e-05 1.297811e-06 7.543757e-06 3.392013e-06 6.245946e-06
-7.269030e+00 2.635770e+00 1.000018e+00 1.000023e+00 9.999914e-01 1.000025e+00 1.195233e+00 0 0 -5.670893e-05 2.818234e-05 1.812695e-05 1.091662e-05 -1.005539e-05
-7.323223e+00 3.126715e+00 1.000032e+00 1.000040e+00 9.999961e-01 1.000045e+00 1.195243e+00 0 0 -8.706570e-05 2.729544e-05 9.142896e-06 1.244408e-05 -1.815255e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.823223e+00 3.199541e+00 1.000008e+00 1.000009e+00 1.000000e+00 1.000011e+00 1.195233e+00 0 0 -5.445668e-05 -3.967498e-06 6.669751e-06 3.835736e-06 1.063725e-05
-6.904329e+00 3.689548e+00 1.000010e+00 1.000012e+00 1.000002e+00 1.000014e+00 1.195234e+00 0 0 -7.438945e-05 -6.897564e-06 -4.811584e-06 2.360448e-06 2.085980e-06
-7.323223e+00 3.126715e+00 1.000032e+00 1.000041e+00 9.999966e-01 1.000045e+00 1.195243e+00 0 0 -8.571083e-05 1.110498e-05 7.310252e-06 1.714542e-05 -3.794732e-06
-7.404329e+00 3.612740e+00 1.000043e+00 1.000053e+00 1.000004e+00 1.000060e+00 1.195253e+00 0 0 -1.064397e-04 9.492342e-06 -8.529783e-06 1.685079e-05 -1.802213e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.904329e+00 3.689548e+00 1.000010e+00 1.000012e+00 1.000002e+00 1.000014e+00 1.195235e+00 0 0 -7.477262e-05 -1.340591e-05 -6.106110e-06 1.396877e-06 7.299799e-06
-7.000000e+00 4.176777e+00 1.000011e+00 1.000012e+00 1.000003e+00 1.000015e+00 1.195235e+00 0 0 -7.827456e-05 -1.428647e-05 -1.750468e-05 -7.852674e-07 -3.218210e-06
-7.404329e+00 3.612740e+00 1.000043e+00 1.000054e+00 1.000005e+00 1.000060e+00 1.195254e+00 0 0 -1.042066e-04 -1.503446e-05 -1.016351e-05 1.540409e-05 4.870949e-06
-7.500000e+00 4.095671e+00 1.000047e+00 1.000056e+00 1.000013e+00 1.000065e+00 1.195258e+00 0 0 -1.055889e-04 -1.588113e-05 -2.628016e-05 1.239345e-05 -1.039903e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.000000e+00 4.176777e+00 1.000011e+00 1.000012e+00 1.000003e+00 1.000015e+00 1.195235e+00 0 0 -7.870633e-05 -1.902817e-05 -1.870751e-05 -2.382375e-06 3.206617e-07
-7.095671e+00 4.663007e+00 1.000009e+00 1.000010e+00 1.000004e+00 1.000013e+00 1.195235e+00 0 0 -6.443052e-05 -1.697119e-05 -2.391236e-05 -3.964286e-06 -6.941172e-06
-7.500000e+00 4.095671e+00 1.000047e+00 1.000056e+00 1.000014e+00 1.000066e+00 1.195259e+00 0 0 -1.033940e-04 -3.829638e-05 -2.699436e-05 4.932202e-06 1.130202e-05
-7.595671e+00 4.578062e+00 1.000041e+00 1.000046e+00 1.000017e+00 1.000056e+00 1.195257e+00 0 0 -8.299672e-05 -3.776564e-05 -3.450663e-05 8.298605e-08 3.259009e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.095671e+00 4.663007e+00 1.000009e+00 1.000010e+00 1.000004e+00 1.000013e+00 1.195235e+00 0 0 -6.462215e-05 -1.752662e-05 -2.434989e-05 -4.770899e-06 -6.823272e-06
-7.176777e+00 5.150611e+00 1.000006e+00 1.000007e+00 1.000003e+00 1.000009e+00 1.195233e+00 0 0 -4.116954e-05 -1.430819e-05 -2.142947e-05 -5.058475e-06 -7.121281e-06
-7.595671e+00 4.578062e+00 1.000041e+00 1.000047e+00 1.000017e+00 1.000057e+00 1.195257e+00 0 0 -8.208189e-05 -4.581278e-05 -3.403875e-05 -7.718462e-06 1.177403e-05
-7.676777e+00 5.062785e+00 1.000028e+00 1.000030e+00 1.000015e+00 1.000038e+00 1.195249e+00 0 0 -4.985588e-05 -4.399744e-05 -2.954313e-05 -1.132948e-05 1.445431e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.176777e+00 5.150611e+00 1.000006e+00 1.000007e+00 1.000003e+00 1.000009e+00 1.195233e+00 0 0 -4.110421e-05 -1.135537e-05 -2.106116e-05 -4.495159e-06 -9.705786e-06
-7.230970e+00 5.641984e+00 1.000003e+00 1.000004e+00 1.000002e+00 1.000005e+00 1.195231e+00 0 0 -2.034333e-05 -9.304483e-06 -1.386480e-05 -4.172843e-06 -4.560319e-06
-7.676777e+00 5.062785e+00 1.000028e+00 1.000030e+00 1.000015e+00 1.000038e+00 1.195249e+00 0 0 -5.058751e-05 -3.608531e-05 -2.848873e-05 -1.369785e-05 7.596575e-06
-7.730970e+00 5.552432e+00 1.000015e+00 1.000015e+00 1.000010e+00 1.000020e+00 1.195240e+00 0 0 -2.241330e-05 -3.380621e-05 -1.779089e-05 -1.424601e-05 1.601531e-05
