VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.500000e+00 -7.904329e+00 9.998584e-01 9.998001e-01 9.999633e-01 9.997990e-01 1.195123e+00 1 0 -9.831142e-04 -3.366794e-05 -9.934004e-04 -1.214331e-04 -9.597325e-04
-7.269030e+00 -5.364230e+00 9.999753e-01 9.999763e-01 9.999791e-01 9.999655e-01 1.195208e+00 1 0 3.053742e-05 2.745263e-05 3.415118e-05 -7.515396e-06 6.698555e-06
-7.750000e+00 -5.951227e+00 9.999490e-01 9.999369e-01 9.999631e-01 9.999288e-01 1.195181e+00 1 0 4.718235e-05 5.446562e-05 4.658579e-05 1.289485e-05 -7.879835e-06
-7.769030e+00 -5.454897e+00 9.999582e-01 9.999597e-01 9.999632e-01 9.999416e-01 1.195192e+00 1 0 2.387740e-05 4.334518e-05 3.345539e-05 -7.543958e-06 -9.889785e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.269030e+00 -5.364230e+00 9.999745e-01 9.999763e-01 9.999784e-01 9.999645e-01 1.195208e+00 1 0 3.094850e-05 2.721943e-05 3.175103e-05 1.422236e-05 4.531602e-06
-7.323223e+00 -4.873285e+00 9.999852e-01 9.999884e-01 9.999856e-01 9.999794e-01 1.195216e+00 1 0 2.209058e-05 2.866880e-05 3.181380e-05 2.146135e-05 3.145000e-06
-7.769030e+00 -5.454897e+00 9.999570e-01 9.999596e-01 9.999620e-01 9.999399e-01 1.195192e+00 1 0 2.530714e-05 3.491747e-05 3.011368e-05 1.239128e-05 -4.803792e-06
-7.823223e+00 -4.965401e+00 9.999680e-01 9.999757e-01 9.999688e-01 9.999553e-01 1.195203e+00 1 0 1.852917e-05 3.573042e-05 2.993363e-05 1.905051e-05 -5.796789e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.323223e+00 -4.873285e+00 9.999852e-01 9.999888e-01 9.999861e-01 9.999794e-01 1.195217e+00 1 0 2.401459e-05 2.049312e-05 3.253435e-05 2.437529e-05 1.204123e-05
-7.404329e+00 -4.387260e+00 9.999944e-01 9.999963e-01 9.999947e-01 9.999922e-01 1.195225e+00 1 0 1.075727e-05 1.796973e-05 1.977488e-05 2.155544e-05 1.805141e-06
-7.823223e+00 -4.965401e+00 9.999674e-01 9.999759e-01 9.999686e-01 9.999545e-01 1.195203e+00 1 0 1.988696e-05 3.106034e-05 2.871493e-05 3.330277e-05 -2.345407e-06
-7.904329e+00 -4.481233e+00 9.999836e-01 9.999895e-01 9.999832e-01 9.999771e-01 1.195216e+00 1 0 8.629396e-06 3.175891e-05 1.794050e-05 3.533485e-05 -1.381841e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.404329e+00 -4.387260e+00 9.999949e-01 9.999967e-01 9.999950e-01 9.999929e-01 1.195225e+00 1 0 1.167718e-05 9.745943e-06 2.117809e-05 1.198551e-05 1.143215e-05
-7.500000e+00 -3.904329e+00 9.999994e-01 9.999999e-01 9.999989e-01 9.999992e-01 1.195228e+00 1 0 3.313754e-06 7.730662e-06 5.096416e-06 1.154226e-05 -2.634247e-06
-7.904329e+00 -4.481233e+00 9.999843e-01 9.999901e-01 9.999837e-01 9.999782e-01 1.195217e+00 1 0 1.057920e-05 1.917074e-05 1.971931e-05 2.569903e-05 5.485699e-07
-8.000000e+00 -4.000000e+00 9.999952e-01 9.999975e-01 9.999950e-01 9.999934e-01 1.195225e+00 1 0 2.371570e-06 1.608368e-05 3.251381e-06 3.101132e-05 -1.283230e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.500000e+00 -3.904329e+00 9.999992e-01 1.000000e+00 9.999997e-01 9.999988e-01 1.195229e+00 1 0 6.402760e-06 -8.561498e-06 5.508908e-07 2.315305e-05 9.112388e-06
-7.595671e+00 -3.421938e+00 9.999904e-01 9.999951e-01 1.000011e+00 9.999866e-01 1.195234e+00 1 0 4.786961e-06 -9.329388e-06 -1.607582e-05 2.426094e-05 -6.746431e-06
-8.000000e+00 -4.000000e+00 9.999947e-01 9.999979e-01 9.999969e-01 9.999926e-01 1.195227e+00 1 0 6.539162e-06 -7.088199e-06 -1.317113e-06 4.447748e-05 5.771086e-06
-8.095671e+00 -3.518767e+00 9.999852e-01 9.999935e-01 1.000016e+00 9.999794e-01 1.195238e+00 1 0 4.485570e-06 -7.288287e-06 -1.700317e-05 3.784878e-05 -9.714879e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.595671e+00 -3.421938e+00 9.999892e-01 9.999953e-01 1.000012e+00 9.999849e-01 1.195236e+00 1 0 6.160974e-06 -1.835231e-05 -1.693554e-05 3.279861e-05 1.416771e-06
-7.676777e+00 -2.937215e+00 9.999763e-01 9.999859e-01 1.000025e+00 9.999669e-01 1.195241e+00 1 0 7.399484e-06 -1.698294e-05 -1.841744e-05 1.636413e-05 -1.434500e-06
-8.095671e+00 -3.518767e+00 9.999846e-01 9.999939e-01 1.000017e+00 9.999785e-01 1.195239e+00 1 0 6.348728e-06 -1.890157e-05 -1.637119e-05 3.510282e-05 2.530378e-06
-8.176777e+00 -3.034599e+00 9.999703e-01 9.999839e-01 1.000033e+00 9.999585e-01 1.195246e+00 1 0 7.429939e-06 -1.860647e-05 -2.054844e-05 2.597603e-05 -1.941965e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.676777e+00 -2.937215e+00 9.999773e-01 9.999862e-01 1.000024e+00 9.999683e-01 1.195240e+00 1 0 1.125731e-05 -3.658770e-05 -2.239539e-05 2.289231e-05 1.419232e-05
-7.730970e+00 -2.447568e+00 9.999581e-01 9.999679e-01 1.000042e+00 9.999415e-01 1.195244e+00 1 0 2.740594e-05 -3.152311e-05 -6.187349e-05 4.458584e-05 -3.035038e-05
-8.176777e+00 -3.034599e+00 9.999703e-01 9.999843e-01 1.000033e+00 9.999585e-01 1.195246e+00 1 0 1.407018e-05 -5.351103e-05 -2.914055e-05 6.124710e-05 2.437048e-05
-8.230970e+00 -2.545102e+00 9.999366e-01 9.999581e-01 1.000067e+00 9.999114e-01 1.195259e+00 1 0 2.702444e-05 -4.452520e-05 -6.517455e-05 7.463893e-05 -2.064935e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.730970e+00 -2.447568e+00 9.999561e-01 9.999688e-01 1.000045e+00 9.999387e-01 1.195247e+00 1 0 2.181596e-05 -1.075691e-05 -4.805794e-05 -1.787261e-05 -3.730103e-05
-7.750000e+00 -1.951227e+00 9.999772e-01 9.999591e-01 1.000012e+00 9.999679e-01 1.195217e+00 1 0 3.899323e-05 -2.847888e-05 2.293319e-05 -1.486404e-04 5.141207e-05
-8.230970e+00 -2.545102e+00 9.999348e-01 9.999598e-01 1.000070e+00 9.999088e-01 1.195262e+00 1 0 2.381331e-05 -3.435230e-05 -3.984786e-05 -5.447185e-05 -5.495554e-06
-8.250000e+00 -2.048773e+00 9.999709e-01 9.999414e-01 1.000018e+00 9.999592e-01 1.195211e+00 1 0 4.723273e-05 -2.867542e-05 1.631129e-05 -1.938996e-04 4.498670e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.750000e+00 -1.951227e+00 9.999926e-01 9.999569e-01 9.999931e-01 9.999895e-01 1.195201e+00 1 0 1.529921e-05 3.753991e-05 6.308826e-05 -3.415918e-04 2.554836e-05
-7.730970e+00 -1.447568e+00 1.000075e+00 9.999904e-01 9.998855e-01 1.000105e+00 1.195136e+00 1 0 1.954960e-04 1.031171e-04 -1.306886e-04 -7.015553e-05 -2.338057e-04
-8.250000e+00 -2.048773e+00 9.999910e-01 9.999438e-01 9.999970e-01 9.999873e-01 1.195195e+00 1 0 5.954369e-05 -1.358912e-04 3.522340e-05 -2.796510e-04 1.711146e-04
-8.230970e+00 -1.545102e+00 9.999850e-01 9.998866e-01 9.999552e-01 9.999800e-01 1.195137e+00 1 0 2.455280e-04 -6.866225e-05 -2.073583e-04 1.923411e-04 -1.386961e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.730970e+00 -1.447568e+00 1.000060e+00 1.000000e+00 9.999109e-01 1.000085e+00 1.195161e+00 1 0 2.657590e-04 -2.940423e-04 -2.620308e-04 2.585661e-04 3.201149e-05
-7.676777e+00 -9.372147e-01 9.999208e-01 9.998455e-01 9.999905e-01 9.998906e-01 1.195149e+00 1 0 6.876337e-04 -3.933247e-04 -6.185862e-04 2.214633e-04 -2.252615e-04
-8.230970e+00 -1.545102e+00 9.999459e-01 9.999015e-01 1.000012e+00 9.999254e-01 1.195189e+00 1 0 3.456957e-04 -6.379697e-04 -3.819844e-04 7.749278e-04 2.559852e-04
-8.176777e+00 -1.034599e+00 9.996027e-01 9.995592e-01 1.000261e+00 9.994460e-01 1.195215e+00 1 0 7.376577e-04 -7.993502e-04 -6.374007e-04 3.982430e-04 1.619495e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.676777e+00 -9.372147e-01 9.999121e-01 9.998463e-01 1.000003e+00 9.998784e-01 1.195159e+00 1 0 7.150775e-04 -4.691987e-04 -5.910701e-04 3.469137e-04 -1.218714e-04
-7.595671e+00 -4.219378e-01 9.997155e-01 9.996598e-01 1.000107e+00 9.996035e-01 1.195156e+00 1 0 8.226127e-04 -4.970592e-04 -5.361649e-04 2.542594e-04 -3.910576e-05
-8.176777e+00 -1.034599e+00 9.996131e-01 9.995538e-01 1.000250e+00 9.994604e-01 1.195203e+00 1 0 7.027336e-04 -5.586844e-04 -5.533297e-04 2.308226e-04 5.354746e-06
-8.095671e+00 -5.187672e-01 9.994016e-01 9.993209e-01 1.000331e+00 9.991639e-01 1.195163e+00 1 0 7.500362e-04 -6.071814e-04 -4.505460e-04 1.858568e-04 1.566354e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.595671e+00 -4.219378e-01 9.997157e-01 9.996587e-01 1.000105e+00 9.996037e-01 1.195154e+00 1 0 8.296384e-04 -4.081799e-04 -5.082947e-04 2.728369e-04 -1.001148e-04
-7.500000e+00 9.567088e-02 9.995532e-01 9.995194e-01 1.000190e+00 9.993759e-01 1.195161e+00 1 0 4.607240e-04 -3.890216e-04 -1.276217e-04 1.468969e-04 2.614000e-04
-8.095671e+00 -5.187672e-01 9.994079e-01 9.993085e-01 1.000314e+00 9.991726e-01 1.195144e+00 1 0 6.696265e-04 -7.533560e-05 -3.661343e-04 -8.738903e-05 -2.907987e-04
-8.000000e+00 2.679490e-08 9.994252e-01 9.993362e-01 1.000227e+00 9.991950e-01 1.195106e+00 1 0 2.837626e-04 -6.028436e-05 7.369019e-05 -3.003737e-04 1.339745e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.000000e+00 -7.823223e+00 9.997923e-01 9.997449e-01 9.999289e-01 9.997103e-01 1.195083e+00 1 0 5.777154e-05 2.089454e-04 3.419944e-05 9.530002e-05 -1.747460e-04
-6.904329e+00 -7.310452e+00 9.999260e-01 9.998728e-01 9.999971e-01 9.998975e-01 1.195168e+00 1 0 2.978491e-04 2.276998e-04 2.229372e-04 1.390925e-04 -4.762615e-06
-7.500000e+00 -7.904329e+00 9.998270e-01 9.997441e-01 9.999339e-01 9.997552e-01 1.195079e+00 1 0 -1.960126e-04 -9.400075e-05 -8.887225e-05 -2.404344e-04 5.128505e-06
-7.404329e+00 -7.387260e+00 9.997851e-01 9.997351e-01 9.998923e-01 9.997000e-01 1.195057e+00 1 0 2.206875e-04 -6.623173e-06 1.837832e-04 -3.174571e-05 1.904064e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.904329e+00 -7.310452e+00 9.999312e-01 9.998793e-01 1.000008e+00 9.999049e-01 1.195177e+00 1 0 3.289902e-04 1.164653e-04 2.619846e-04 3.078124e-05 1.455193e-04
-6.823223e+00 -6.800459e+00 9.999939e-01 9.999556e-01 1.000027e+00 9.999918e-01 1.195219e+00 1 0 1.705297e-04 1.220792e-04 1.320790e-04 9.522439e-06 9.999728e-06
-7.404329e+00 -7.387260e+00 9.997819e-01 9.997335e-01 9.998904e-01 9.996956e-01 1.195055e+00 1 0 2.144162e-04 2.041549e-04 2.035443e-04 8.035989e-05 -6.106071e-07
-7.323223e+00 -6.873285e+00 9.999073e-01 9.998650e-01 9.999622e-01 9.998713e-01 1.195147e+00 1 0 1.636126e-04 2.567952e-04 1.217687e-04 1.638463e-04 -1.350265e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.823223e+00 -6.800459e+00 9.999957e-01 9.999587e-01 1.000031e+00 9.999943e-01 1.195223e+00 1 0 1.752367e-04 2.900227e-05 1.229867e-04 -3.790191e-05 9.398443e-05
-6.769030e+00 -6.294232e+00 9.999937e-01 9.999765e-01 1.000009e+00 9.999912e-01 1.195222e+00 1 0 6.534762e-05 2.116279e-05 3.395618e-05 -5.826860e-05 1.279339e-05
-7.323223e+00 -6.873285e+00 9.999123e-01 9.998711e-01 9.999724e-01 9.998783e-01 1.195155e+00 1 0 1.781467e-04 1.377065e-04 1.273988e-04 6.430370e-05 -1.030773e-05
-7.269030e+00 -6.364230e+00 9.999691e-01 9.999407e-01 9.999944e-01 9.999570e-01 1.195197e+00 1 0 6.691674e-05 1.257321e-04 3.893198e-05 2.957549e-05 -8.680013e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.769030e+00 -6.294232e+00 9.999924e-01 9.999762e-01 1.000008e+00 9.999894e-01 1.195221e+00 1 0 6.260985e-05 8.964154e-06 2.258232e-05 -3.445577e-05 1.361816e-05
-6.750000e+00 -5.792133e+00 9.999862e-01 9.999820e-01 9.999926e-01 9.999807e-01 1.195217e+00 1 0 3.562172e-05 9.228980e-06 1.936209e-05 -3.338312e-05 1.013311e-05
-7.269030e+00 -6.364230e+00 9.999703e-01 9.999428e-01 9.999971e-01 9.999586e-01 1.195200e+00 1 0 7.189800e-05 4.796130e-05 3.588373e-05 -1.224684e-05 -1.207757e-05
-7.250000e+00 -5.861107e+00 9.999736e-01 9.999640e-01 9.999849e-01 9.999631e-01 1.195204e+00 1 0 3.248299e-05 3.610929e-05 2.264671e-05 -3.537952e-05 -1.346257e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.750000e+00 -5.792133e+00 9.999851e-01 9.999817e-01 9.999916e-01 9.999792e-01 1.195216e+00 1 0 3.483016e-05 1.574448e-05 1.631469e-05 -4.440698e-06 5.702121e-07
-6.769030e+00 -5.294232e+00 9.999892e-01 9.999897e-01 9.999911e-01 9.999850e-01 1.195220e+00 1 0 2.451288e-05 1.855261e-05 2.411153e-05 2.129741e-06 5.558925e-06
-7.250000e+00 -5.861107e+00 9.999722e-01 9.999638e-01 9.999837e-01 9.999612e-01 1.195204e+00 1 0 3.298318e-05 2.666971e-05 1.891043e-05 -1.143638e-05 -7.759284e-06
-7.269030e+00 -5.364230e+00 9.999756e-01 9.999768e-01 9.999795e-01 9.999659e-01 1.195208e+00 1 0 2.285762e-05 2.762412e-05 2.487427e-05 -7.482928e-06 -2.749857e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.769030e+00 -5.294232e+00 9.999891e-01 9.999899e-01 9.999911e-01 9.999848e-01 1.195220e+00 1 0 2.519594e-05 1.612530e-05 2.424340e-05 1.089551e-05 8.118106e-06
-6.823223e+00 -4.800459e+00 9.999956e-01 9.999964e-01 9.999956e-01 9.999939e-01 1.195225e+00 1 0 1.288663e-05 1.539236e-05 1.713531e-05 1.238524e-05 1.742954e-06
-7.269030e+00 -5.364230e+00 9.999748e-01 9.999769e-01 9.999789e-01 9.999649e-01 1.195208e+00 1 0 2.347178e-05 2.659751e-05 2.328615e-05 1.388437e-05 -3.311365e-06
-7.323223e+00 -4.873285e+00 9.999858e-01 9.999890e-01 9.999862e-01 9.999803e-01 1.195217e+00 1 0 1.253273e-05 2.765235e-05 1.756098e-05 2.049643e-05 -1.009137e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.823223e+00 -4.800459e+00 9.999957e-01 9.999967e-01 9.999959e-01 9.999941e-01 1.195225e+00 1 0 1.367416e-05 8.484268e-06 1.690939e-05 1.060058e-05 8.425122e-06
-6.904329e+00 -4.310452e+00 9.999988e-01 9.999992e-01 9.999992e-01 9.999984e-01 1.195228e+00 1 0 4.049072e-06 5.471582e-06 6.400454e-06 7.698036e-06 9.288723e-07
-7.323223e+00 -4.873285e+00 9.999858e-01 9.999894e-01 9.999868e-01 9.999803e-01 1.195218e+00 1 0 1.376847e-05 1.826773e-05 1.728536e-05 2.168325e-05 -9.823726e-07
-7.404329e+00 -4.387260e+00 9.999949e-01 9.999967e-01 9.999952e-01 9.999929e-01 1.195225e+00 1 0 3.767866e-06 1.608329e-05 6.921883e-06 1.886042e-05 -9.161409e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.904329e+00 -4.310452e+00 9.999990e-01 9.999993e-01 9.999994e-01 9.999986e-01 1.195228e+00 1 0 3.955103e-06 2.644348e-06 6.777627e-06 3.151791e-06 4.133279e-06
-7.000000e+00 -3.823223e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -6.759564e-08 2.627912e-06 1.601123e-06 1.303705e-06 -1.026790e-06
-7.404329e+00 -4.387260e+00 9.999954e-01 9.999970e-01 9.999956e-01 9.999936e-01 1.195225e+00 1 0 4.522927e-06 7.833472e-06 8.103454e-06 8.597430e-06 2.699818e-07
-7.500000e+00 -3.904329e+00 9.999996e-01 1.000000e+00 9.999990e-01 9.999995e-01 1.195228e+00 1 0 -9.435289e-08 6.863795e-06 7.815735e-07 9.685034e-06 -6.082221e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.000000e+00 -3.823223e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 1.193640e-06 -6.323427e-06 -9.658368e-07 7.475933e-06 5.357591e-06
-7.095671e+00 -3.336993e+00 9.999952e-01 9.999972e-01 1.000005e+00 9.999933e-01 1.195231e+00 1 0 5.585070e-06 -4.662243e-06 -1.408610e-05 1.435865e-05 -9.423860e-06
-7.500000e+00 -3.904329e+00 9.999994e-01 1.000000e+00 9.999998e-01 9.999992e-01 1.195229e+00 1 0 2.453039e-06 -9.677291e-06 -2.665551e-06 2.179486e-05 7.011740e-06
-7.595671e+00 -3.421938e+00 9.999905e-01 9.999950e-01 1.000011e+00 9.999867e-01 1.195234e+00 1 0 5.705738e-06 -9.658248e-06 -1.477528e-05 2.454420e-05 -5.117033e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.095671e+00 -3.336993e+00 9.999939e-01 9.999975e-01 1.000007e+00 9.999915e-01 1.195233e+00 1 0 8.036126e-06 -1.612221e-05 -1.658416e-05 2.995665e-05 -4.619462e-07
-7.176777e+00 -2.849389e+00 9.999821e-01 9.999884e-01 1.000018e+00 9.999750e-01 1.195237e+00 1 0 8.016244e-06 -1.822142e-05 -1.574533e-05 1.347568e-05 2.476087e-06
-7.595671e+00 -3.421938e+00 9.999892e-01 9.999952e-01 1.000012e+00 9.999849e-01 1.195236e+00 1 0 7.254273e-06 -1.807676e-05 -1.621400e-05 3.347606e-05 1.862758e-06
-7.676777e+00 -2.937215e+00 9.999763e-01 9.999859e-01 1.000025e+00 9.999669e-01 1.195241e+00 1 0 8.059218e-06 -1.673808e-05 -1.676576e-05 1.586006e-05 -2.768232e-08
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.176777e+00 -2.849389e+00 9.999830e-01 9.999883e-01 1.000017e+00 9.999762e-01 1.195236e+00 1 0 7.345104e-06 -2.090945e-05 -1.397065e-05 5.052800e-06 6.938801e-06
-7.230970e+00 -2.358016e+00 9.999739e-01 9.999786e-01 1.000025e+00 9.999635e-01 1.195237e+00 1 0 2.458735e-05 -1.322188e-05 -3.759572e-05 2.193390e-05 -2.437384e-05
-7.676777e+00 -2.937215e+00 9.999775e-01 9.999862e-01 1.000024e+00 9.999685e-01 1.195240e+00 1 0 1.076671e-05 -3.579276e-05 -1.786746e-05 2.108824e-05 1.792530e-05
-7.730970e+00 -2.447568e+00 9.999585e-01 9.999683e-01 1.000041e+00 9.999421e-01 1.195244e+00 1 0 2.672712e-05 -3.078557e-05 -4.285152e-05 4.647983e-05 -1.206595e-05
